product_id,product_name,category,brand,price,rating_avg_clean,stock_quantity,total_views,total_clicks,total_add_to_cart,total_purchase_rows,total_revenue,ctr_percent,click_to_purchase_rate_percent,opportunity_type,recommendation
69160d6d-a5d0-4737-8f79-e024e4355e18,Hasbro Sunset 3000 Piece Puzzle,Toys & Games,Hasbro,97.76,4.0,3,60,33,17,2,290.79,55.0,6.06,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
a3c44c20-02fd-4102-8825-548cd500b92d,Nike Pro9 Running Shoes,Clothing & Accessories,Nike,31.51,4.5,7,57,18,11,2,162.32,31.58,11.11,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
fd2f2ff0-2363-4f9d-a8db-227bf021d16a,Theragun Fitness Equipment Pro,Sports & Outdoors,Theragun,121.08,,1,56,20,9,1,122.42,35.71,5.0,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
3e4996b9-0f0c-4a5d-94fa-60be51781e8a,Calvin Klein Essential Menswear,Clothing & Accessories,Calvin Klein,38.92,5.0,1,51,29,11,2,78.33,56.86,6.9,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
2b364b81-45e5-4b5d-8a67-a8bcd2bfd653,Nike Casual Menswear,Clothing & Accessories,Nike,53.69,4.5,1,50,25,11,3,332.18,50.0,12.0,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
e9a8765c-6cb1-41f2-b5dc-e9b69e29c85d,Apple Accessorie Cable,Electronics,Apple,48.3,5.0,1,50,16,20,2,94.4,32.0,12.5,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
775a6dea-7ab2-4918-87c1-6d53d8724d27,Columbia Portable Outdoor Recreation,Sports & Outdoors,Columbia,77.43,5.0,7,49,17,11,2,157.07,34.69,11.76,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
cb5e6bbc-ea52-40e0-a731-ebca25c3e3d9,"Nerf Aria 27"" Figure",Toys & Games,Nerf,12.24,,1,49,21,14,2,36.36,42.86,9.52,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
285c6282-8ebb-430d-83b5-f811b66cc69d,Nestle Tangy Snack,Grocery & Gourmet,Nestle,7.48,5.0,2,49,27,10,2,22.61,55.1,7.41,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
17f2285d-1707-4b77-b944-6f7f3db9360b,KitchenAid Ultra-Soft Bedding,Home & Kitchen,KitchenAid,21.98,,1,49,19,9,1,22.19,38.78,5.26,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
5a8ba49f-924c-43ff-b90f-b578956a0f9d,Apple Edge8 Ultra,Electronics,Apple,168.81,,4,48,16,9,1,172.47,33.33,6.25,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
db8a054f-7069-4c80-b41f-21ac10d45981,Nike Series17 Running Shoes,Clothing & Accessories,Nike,35.35,3.5,8,48,20,14,3,109.26,41.67,15.0,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
94d8cca1-d1a9-4166-b0ed-7d41536afd08,Clinique Aura Perfume Spray,Beauty & Personal Care,Clinique,24.11,4.5,2,48,15,12,2,49.38,31.25,13.33,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
ef13e1d8-29e1-4964-aea0-9a1a95bc84ec,Lindt Snack Family Size,Grocery & Gourmet,Lindt,9.56,5.0,1,47,25,14,2,37.87,53.19,8.0,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
1285f796-396a-46b3-8285-0a8ca4f3dfa5,Nike Ultra Casual Sneakers,Clothing & Accessories,Nike,25.77,4.0,1,46,10,12,2,78.51,21.74,20.0,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
f18f9d8a-7dec-484e-a5b3-5519d04d719e,Columbia Pro Team Sport,Sports & Outdoors,Columbia,22.25,,5,46,32,12,2,65.75,69.57,6.25,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
8a4aa0a6-d37e-40e7-bb35-dc8391877fb8,Olay Makeup Palette,Beauty & Personal Care,Olay,15.23,4.0,4,46,16,8,2,30.37,34.78,12.5,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
66482965-2b91-444a-a0ea-fb5318318687,Spalding Portable Outdoor Recreation,Sports & Outdoors,Spalding,78.12,4.0,1,45,15,15,2,158.58,33.33,13.33,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
25450c50-662a-4ac3-8265-374d6a1e70e0,The elite phoenix,Books,Penguin Books,24.3,4.0,1,45,17,13,3,145.63,37.78,17.65,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
ecb6628b-2a3e-4205-ada1-0b8a4b6d6a66,Michelin Smart Electronic,Automotive,Michelin,66.98,5.0,1,44,16,10,3,201.08,36.36,18.75,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
c20e1516-a80c-46ef-8857-158e9e7a1a70,Nike Casual Menswear,Clothing & Accessories,Nike,59.73,4.0,1,44,8,7,1,61.47,18.18,12.5,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
5e7640a2-6ae2-404a-b17e-2d4e60bbff41,OTC Tools Galaxy4 Tools & Equipment,Automotive,OTC Tools,22.57,4.0,7,43,13,7,2,68.11,30.23,15.38,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
55b15233-1d46-4dd6-b3a8-37cd78b885fd,Spalding Team Sport Set,Sports & Outdoors,Spalding,146.01,4.0,2,42,17,9,3,451.03,40.48,17.65,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
49bd9c87-bf33-4642-b7f0-a03ac9bb8e52,Apple X2 In-Ear Monitors,Electronics,Apple,259.89,5.0,3,42,9,10,1,270.7,21.43,11.11,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
f5734c2a-c309-42c2-9f79-55b3be36c25a,Apple Air11 Ultrabook,Electronics,Apple,342.47,5.0,1,41,21,11,2,699.53,51.22,9.52,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
110a2ddd-f5aa-48b6-82ca-fc3073278426,Mattel Ultra Luna Figure,Toys & Games,Mattel,28.86,5.0,1,41,17,12,2,57.35,41.46,11.76,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
b9474555-c8fb-4a3e-8005-d04b3ef24729,Samsung Pro19 Pro Tablet,Electronics,Samsung,275.42,5.0,1,40,14,10,2,543.76,35.0,14.29,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
7b43bf88-22b8-4623-b746-8d1e89ce2a93,Wilson Waterproof Camping Gear,Sports & Outdoors,Wilson,75.93,3.5,1,40,19,13,5,460.87,47.5,26.32,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
bfc89c5b-179c-4b25-b6a8-3a3140311dd3,H&M Womenswear Dress,Clothing & Accessories,H&M,41.95,3.5,1,40,12,10,2,83.71,30.0,16.67,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
86f492bc-9d9a-4dbf-aa1e-4761c49c3043,Nestle Organic Pantry Staple,Grocery & Gourmet,Nestle,2.03,,1,40,7,8,2,6.19,17.5,28.57,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
a96865f2-cc32-4cdc-9def-1ba8ddbfd160,The Superior Apex Remastered,Toys & Games,LEGO,83.89,5.0,6,39,15,14,4,335.98,38.46,26.67,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
b6614348-02eb-4b0c-8aba-cf011a2da55f,LEGO Aura Card Game,Toys & Games,LEGO,19.66,2.5,4,38,20,5,2,38.77,52.63,10.0,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
a88df0bb-fc35-4bd0-841c-0326c69a8251,Sony Galaxy Prime12,Electronics,Sony,97.23,4.0,1,37,21,9,2,197.48,56.76,9.52,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
90b35eca-7917-449e-9622-e922a4aa430a,LEGO Elysium Family Game,Toys & Games,LEGO,66.27,5.0,1,36,8,8,2,127.79,22.22,25.0,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
9f3a318b-d5cc-4da4-8fd9-663f9671439c,The Versatile Cascade,Books,Penguin Books,28.75,,1,36,13,10,1,59.18,36.11,7.69,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
38d3fd25-8aa9-4331-9842-0a26eac88d91,KitchenAid Smart Appliance,Home & Kitchen,KitchenAid,107.67,4.0,1,35,18,13,3,423.39,51.43,16.67,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
c05f8ee5-8339-4fc5-bb57-c4fe617e01db,Samsung Studio 5th Gen,Electronics,Samsung,251.91,5.0,3,35,7,7,1,239.71,20.0,14.29,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
6cfe1e01-5a7c-470a-a447-1938935f57e2,Tommy Hilfiger Opal Jewelry,Clothing & Accessories,Tommy Hilfiger,35.78,,2,35,17,9,2,69.69,48.57,11.76,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
116ec354-36df-497b-bc6c-068817c7c4c4,Twinnings Pantry Staple Unscented,Grocery & Gourmet,Twinnings,5.64,,1,35,12,9,2,22.74,34.29,16.67,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
69aec173-87af-4601-a318-5c9124e061c9,Lodge LED Lighting,Home & Kitchen,Lodge,49.05,5.0,4,34,17,6,1,49.47,50.0,5.88,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
a94414bb-dd50-4b50-b7d1-08119d1921be,OnePlus Prime19 DSLR,Electronics,OnePlus,207.18,3.5,1,32,11,7,3,608.5,34.38,27.27,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
37845217-759a-40e1-957d-406a266e4489,Tommy Hilfiger Air5 Training Shoes,Clothing & Accessories,Tommy Hilfiger,22.11,5.0,1,32,10,6,2,69.25,31.25,20.0,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
8813a3eb-a037-4b09-a2b9-754cea431c6b,Cuisinart Minimalist Lighting,Home & Kitchen,Cuisinart,17.85,5.0,1,32,13,7,1,18.29,40.63,7.69,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
112d7b2c-fec0-442f-b3aa-4d676570bd76,Sony Air1 Wireless Headphones,Electronics,Sony,334.24,4.0,3,30,13,6,1,331.79,43.33,7.69,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
29bd55a5-5ba9-4ddb-abf7-a7e11113e713,Post-it Organization Set,Office Products,Post-it,38.94,4.0,1,30,12,5,2,199.03,40.0,16.67,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
60cb943f-c3ec-4e4e-952d-e761452c9520,Bosch Smart Electronic,Automotive,Bosch,77.17,2.5,4,30,13,7,2,156.47,43.33,15.38,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
f2387fa4-954d-4c92-8a3c-e7f2a02c906a,L'Oreal Bath & Body - Vanilla,Beauty & Personal Care,L'Oreal,40.14,,1,30,11,5,1,120.21,36.67,9.09,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
13b5dbf7-5500-44ed-836e-c71e63e5a8c5,Apple Pro5 Fitness Tracker,Electronics,Apple,214.24,4.0,1,29,12,6,1,205.98,41.38,8.33,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
9909eb41-e124-44a6-8a4a-537194cbcaf0,Turtle Wax Premium Car Accessorie,Automotive,Turtle Wax,35.26,,1,29,11,4,1,34.73,37.93,9.09,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
f45a3601-c866-4fd5-b1c4-dbef16bcdf27,Samsung Edge8 Ultra,Electronics,Samsung,199.2,,1,28,8,5,1,199.67,28.57,12.5,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
b603e662-1c53-4f3c-afed-7a8f43a94953,Fisher-Price Bloom Building Set,Toys & Games,Fisher-Price,31.54,,1,28,7,9,1,32.58,25.0,14.29,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
ffb609fe-be9e-450d-aa24-15a871970df2,KitchenAid Professional Kitchenware,Home & Kitchen,KitchenAid,50.14,4.0,1,27,12,9,3,155.08,44.44,25.0,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
f0717c75-28ec-46b5-a124-5c69461b522c,Maybelline Bloom Eau de Toilette,Beauty & Personal Care,Maybelline,14.04,5.0,3,27,11,5,2,43.38,40.74,18.18,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
03b6874a-6369-4741-a305-9c3f0b1036eb,The legacy's legacy,Books,Penguin Books,9.61,1.0,1,27,7,7,2,28.82,25.93,28.57,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
966734c9-d17f-4a1d-8836-a2b809197416,"Bosch Car Care - 14""",Automotive,Bosch,16.8,2.5,4,27,9,9,1,17.12,33.33,11.11,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
ca0eca1f-ad50-48e3-a564-df255f470598,The Professional Vortex Remastered,Toys & Games,Fisher-Price,10.01,5.0,2,27,11,4,1,10.21,40.74,9.09,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
3dd241cc-231d-4821-9c7b-1e6f1ee2fe26,Wilson Official Team Sport,Sports & Outdoors,Wilson,114.71,,1,26,11,3,1,338.76,42.31,9.09,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
2af47ff5-b419-4687-a803-5da416791c9a,Samsung Air12 In-Ear Monitors,Electronics,Samsung,330.06,5.0,1,26,2,5,1,314.09,7.69,50.0,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
711d028c-29fb-402d-97a9-9476df124bdb,Zwilling Furniture - Gray,Home & Kitchen,Zwilling,53.17,,1,26,10,5,1,108.04,38.46,10.0,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
5e5580f7-bf6e-482a-b953-d666826d6ba0,Apple Ultra 10th Gen,Electronics,Apple,56.53,5.0,2,26,6,6,1,57.55,23.08,16.67,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
4bf16321-aa0b-4ebb-a940-f905a908765e,Sony Ultra Air18 Laptop,Electronics,Sony,47.29,5.0,4,26,8,2,1,47.41,30.77,12.5,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
57cbc49d-1a4e-4cc7-a5eb-31bd76037222,Wilson Pro2 Fitness Equipment,Sports & Outdoors,Wilson,17.74,2.0,1,26,7,2,1,18.06,26.92,14.29,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
70f73cb8-9557-4aa3-96a2-759cf86b030d,"Dell Studio 15.6"" Display Tablet",Electronics,Dell,171.31,5.0,1,25,5,7,2,348.94,20.0,40.0,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
ae3fe3bb-7a01-4c97-9e6a-943d8e185c3a,LEGO Elysium - Anniversary Edition,Toys & Games,LEGO,114.42,5.0,4,25,10,9,1,112.52,40.0,10.0,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
c1367786-f12a-4b65-a8fc-6cc0ea8d78ad,Adidas Accessorie - Green,Clothing & Accessories,Adidas,84.14,4.5,1,24,16,8,4,411.21,66.67,25.0,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
92236ccd-8045-4827-b752-5e48a84d9a32,The element's element,Books,Vintage Books,16.79,5.0,1,24,12,5,1,32.44,50.0,8.33,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
6e17103b-6b0b-4797-9ce7-fdaf0f9874d9,"Staples Supplie - 14""",Office Products,Staples,18.78,5.0,1,24,12,7,1,18.35,50.0,8.33,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
433c5194-11d7-4bc7-84c6-b8a0b2c879a4,Apple Essential Pro16,Electronics,Apple,267.19,,1,23,5,7,1,273.34,21.74,20.0,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
4246d120-fe4b-4366-9763-bebfb539a144,Apple Air Book3 Laptop,Electronics,Apple,101.69,,1,23,8,4,1,98.07,34.78,12.5,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
8943d643-73a4-4601-8e25-96ecea923e04,Adidas Sterling Silver Jewelry,Clothing & Accessories,Adidas,41.86,3.0,1,23,8,3,1,40.67,34.78,12.5,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
352979d2-b0d2-481b-937f-be96fed6657f,Zara Casual Womenswear,Clothing & Accessories,Zara,27.68,,5,23,11,3,1,27.6,47.83,9.09,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
e9f96c73-5388-4116-b3e3-c0ab5e0e98ac,KitchenAid Furniture - Black,Home & Kitchen,KitchenAid,19.59,,2,23,7,4,1,19.07,30.43,14.29,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
807584c5-da8a-4cb8-9592-5fb20e963d76,"Lavazza Pantry Staple - 14""",Grocery & Gourmet,Lavazza,8.78,,1,23,11,10,1,17.56,47.83,9.09,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
44743d2d-52f5-41bc-b267-ff0894c9d033,Nike Premium Accessorie,Clothing & Accessories,Nike,9.77,,6,23,5,7,1,9.29,21.74,20.0,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
61113e39-9a12-48a9-840b-dd7368dca11c,MSR Performance Cycling,Sports & Outdoors,MSR,73.52,3.0,9,22,13,4,1,74.75,59.09,7.69,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
6014b105-9f70-4ad9-8cb2-441a091bc827,Olay Bath & Body - Lavender,Beauty & Personal Care,Olay,11.95,3.0,2,22,8,8,2,24.41,36.36,25.0,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
1f0f53f2-b061-414a-9a6d-7d4038f216bc,Bosch Car Care Cleaner,Automotive,Bosch,65.11,4.0,2,21,10,7,1,61.86,47.62,10.0,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
3a93bfbb-fabf-4085-b8bf-cd44a74ec4cc,KitchenAid Non-Stick Kitchenware,Home & Kitchen,KitchenAid,45.35,4.5,1,21,7,5,1,43.83,33.33,14.29,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
3a54d223-2e18-4960-b91a-e4a68ae293fc,Maybelline Haircare Conditioner,Beauty & Personal Care,Maybelline,21.42,4.0,1,21,12,8,2,42.9,57.14,16.67,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
feca807a-3edb-4df5-b55e-24a9969a570a,Coca-Cola Snack Family Size,Grocery & Gourmet,Coca-Cola,6.74,,1,21,7,6,1,6.58,33.33,14.29,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
9efca920-7606-4059-8bf7-b71c6e303017,Apple Series17 Ultrabook,Electronics,Apple,128.94,3.0,1,20,8,9,3,396.38,40.0,37.5,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
3b2552ec-8714-4c94-b09b-1fce1bab8f05,Apple Max7 Bluetooth Earbuds,Electronics,Apple,102.88,5.0,2,20,5,4,2,205.06,25.0,40.0,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
38a5e881-540c-43cc-9ea2-eedcf569279e,L'Oreal Drift Perfume Spray,Beauty & Personal Care,L'Oreal,20.96,4.0,1,20,9,8,3,128.21,45.0,33.33,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
eb819333-b501-4c18-8c53-c786ed62c2f9,Mobil Premium Car Care,Automotive,Mobil,42.34,1.0,1,20,9,7,2,87.36,45.0,22.22,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
fb249de3-d64f-4b3c-88c8-623a3addd73f,Cuisinart Premium Furniture,Home & Kitchen,Cuisinart,27.16,4.5,1,20,15,6,3,83.93,75.0,20.0,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
53f54914-fe13-4d18-8025-70725ef310e7,Gap Galaxy10 Training Shoes,Clothing & Accessories,Gap,48.29,5.0,1,20,10,3,1,46.46,50.0,10.0,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
4ee17653-62d7-467f-8438-e5870e4b617e,Advanced Finance,Books,Random House,10.27,4.5,1,20,4,6,2,30.78,20.0,50.0,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
9fb721cb-14fb-4b2b-9a53-cc4c0dacd4ec,Turtle Wax Tools & Equipment Kit,Automotive,Turtle Wax,31.26,3.3,2,19,6,7,4,159.53,31.58,66.67,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
bcdc00ff-c173-40aa-9371-c06827f80868,Nike Womenswear Dress,Clothing & Accessories,Nike,62.74,,6,19,7,2,1,124.16,36.84,14.29,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
95522b08-5910-4d1f-ae0a-5111d2ccc3d4,Samsung Max Z6,Electronics,Samsung,97.17,5.0,1,19,4,5,1,92.47,21.05,25.0,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
b6425249-99fc-4638-a4df-4da80f0ce9d0,H&M Casual Menswear,Clothing & Accessories,H&M,37.14,,1,19,16,1,1,73.12,84.21,6.25,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
296e5061-63b9-431e-90ee-3528c693b6ea,Dove Nova Cologne,Beauty & Personal Care,Dove,65.9,5.0,1,19,3,9,1,62.94,15.79,33.33,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
29101780-8b9e-4c5e-af92-bb2e667840ed,Nestle Certified Organic Organic Food,Grocery & Gourmet,Nestle,9.98,5.0,1,19,15,7,2,38.02,78.95,13.33,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
c5c94e3d-5437-457f-801e-fd332ee13b77,Hasbro Drift Card Game,Toys & Games,Hasbro,12.08,5.0,9,19,9,5,1,24.8,47.37,11.11,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
11063776-8a90-4196-8b29-cf5c159bf468,Apple Accessorie Cable,Electronics,Apple,92.89,4.7,1,18,7,8,3,285.11,38.89,42.86,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
ed7fbf83-108c-43eb-979c-ba557f72567e,KitchenAid Decorative Home Decor,Home & Kitchen,KitchenAid,93.49,5.0,1,18,5,5,1,97.18,27.78,20.0,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
18fdec23-2819-4e65-92f3-9f56135c40bf,Spalding Tournament Team Sport,Sports & Outdoors,Spalding,44.54,4.0,3,18,6,6,1,87.74,33.33,16.67,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
f3708cda-e846-4023-a471-dcfcd1624ea7,Nike Premium Menswear,Clothing & Accessories,Nike,27.76,4.5,2,18,7,3,1,28.38,38.89,14.29,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
d2dee2f5-9b42-4bd9-bcae-3f7dc5f60fa7,Dyson Furniture - Ivory,Home & Kitchen,Dyson,26.33,4.0,1,18,7,3,1,25.89,38.89,14.29,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
61db59c3-d456-445a-9c08-e152843b97c9,Apple Pro7 Fitness Tracker,Electronics,Apple,167.89,5.0,1,17,10,1,1,168.9,58.82,10.0,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
730206e1-27a1-42b5-b0d0-53224d11f1d9,Machine Learning: A ultimate History,Books,Penguin Books,22.98,5.0,1,17,7,4,2,117.33,41.18,28.57,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
74349029-5f56-4769-bfb9-4c151b0c3a2d,Wilson Air3 Fitness Equipment,Sports & Outdoors,Wilson,100.77,,4,17,4,2,1,103.09,23.53,25.0,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
b6a0576e-f197-4cbe-a7c5-af745d82ec05,Michelin Heavy-Duty Tools & Equipment,Automotive,Michelin,34.36,,2,17,3,4,1,34.59,17.65,33.33,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
63c93142-2069-46c2-aca5-931a6dcf9cd3,Apple Series8 Smartphone,Electronics,Apple,263.98,4.5,6,16,4,6,2,532.74,25.0,50.0,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
dc0c376a-8c66-43f9-974c-c33e3b11ab14,Wilson Premium Outdoor Recreation,Sports & Outdoors,Wilson,122.98,4.0,2,16,6,6,2,242.9,37.5,33.33,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
eef95d69-d4c8-4c38-9fb3-1aa038595835,"Shark 17"" Kitchenware Set",Home & Kitchen,Shark,57.3,,7,16,5,7,2,166.86,31.25,40.0,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
bafb50a6-f635-488d-b55e-26f6684173a7,Nike Classic Fit Menswear,Clothing & Accessories,Nike,18.34,5.0,1,16,12,5,2,72.96,75.0,16.67,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
afbc31c5-dc7a-4f54-8222-e3751f411289,Nike Edge9 Messenger Bag,Clothing & Accessories,Nike,35.12,2.0,1,16,3,3,2,69.52,18.75,66.67,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
70a0cc21-8b13-454b-98b8-ef57a411e3a9,"Staples Stationery - 27""",Office Products,Staples,26.68,1.0,1,16,5,2,1,26.86,31.25,20.0,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
07d0959d-aa53-43e0-b844-ea183196b748,L'Oreal Haircare Treatment,Beauty & Personal Care,L'Oreal,22.52,,1,16,7,4,1,21.7,43.75,14.29,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
db8813ce-bfdd-44b8-ab9d-67eedddb37e3,Wilson Ultralight Camping Gear,Sports & Outdoors,Wilson,86.73,4.0,4,15,4,3,2,259.15,26.67,50.0,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
26eadabe-15b0-4e41-9045-c64e24561fa0,Wilson Premium Fitness Equipment,Sports & Outdoors,Wilson,87.68,,1,15,7,4,1,178.02,46.67,14.29,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
13d331b9-852a-4d23-9e87-bef5002d79f5,Staub Modern Lighting,Home & Kitchen,Staub,87.3,4.0,1,15,5,2,1,171.44,33.33,20.0,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
dd7e72c3-f088-4a8d-955f-7ca4b2452cd6,Wilson Portable Outdoor Recreation,Sports & Outdoors,Wilson,51.94,,2,15,3,4,1,99.5,20.0,33.33,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
55f70a74-e414-4d24-aa76-b6da8543dac6,Samsung Pro12 Smartphone,Electronics,Samsung,89.74,3.7,1,15,8,5,1,89.16,53.33,12.5,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
6b615487-d7af-4988-9310-13a937e4ee2f,Spalding Tournament Team Sport,Sports & Outdoors,Spalding,55.18,5.0,3,15,5,4,1,53.54,33.33,20.0,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
2733463c-bd18-404c-91ca-f1ca635ae8f2,Apple Classic Air13 Laptop,Electronics,Apple,47.21,,5,15,11,8,1,49.57,73.33,9.09,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
34813fbd-4762-4e1a-9fad-2c4bd228840a,Le Creuset Ultra-Soft Bedding,Home & Kitchen,Le Creuset,28.57,,3,15,3,2,1,29.54,20.0,33.33,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
8dab9b57-b0b5-4af6-aa44-c98f2dabbc43,A superior fusion,Books,HarperCollins,11.58,,3,15,4,3,1,11.72,26.67,25.0,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
553fc15c-17f5-4500-bad5-6a0269cb5736,"Hershey Organic Organic Food - 15.6""",Grocery & Gourmet,Hershey,5.58,5.0,8,15,4,5,2,11.51,26.67,50.0,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
5e862f30-cfc8-4154-9804-1da98889ff24,Samsung Air Tab,Electronics,Samsung,124.65,4.0,2,14,5,5,1,120.8,35.71,20.0,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
